c1279208004b1200,IC000124,2021-09-02 09:20:52,22.125,198877
c1279208004b1200,IC000124,2021-09-02 09:22:52,22.1875,210107
c1279208004b1200,IC000124,2021-09-02 09:24:51,22.125,214945
c1279208004b1200,IC000124,2021-09-02 09:26:50,22.125,217444
c1279208004b1200,IC000124,2021-09-02 09:28:50,22.1875,220000
c1279208004b1200,IC000124,2021-09-02 09:30:49,22.1875,220000
c1279208004b1200,IC000124,2021-09-02 09:32:49,22.1875,220000
c1279208004b1200,IC000124,2021-09-02 09:34:48,22.25,220000
c1279208004b1200,IC000124,2021-09-02 09:36:47,22.3125,183113
c1279208004b1200,IC000124,2021-09-02 09:38:47,22.25,184952
c1279208004b1200,IC000124,2021-09-02 09:40:46,22.125,186826
c1279208004b1200,IC000124,2021-09-02 09:42:45,22.125,186826
c1279208004b1200,IC000124,2021-09-02 09:44:45,22.1875,188737
c1279208004b1200,IC000124,2021-09-02 09:46:44,22.1875,188737
c1279208004b1200,IC000124,2021-09-02 09:48:43,22.1875,188737
c1279208004b1200,IC000124,2021-09-02 09:50:43,22.125,188737
c1279208004b1200,IC000124,2021-09-02 09:52:42,22.1875,188737
c1279208004b1200,IC000124,2021-09-02 09:54:41,22.1875,188737
c1279208004b1200,IC000124,2021-09-02 09:56:41,22.1875,190686
c1279208004b1200,IC000124,2021-09-02 09:58:40,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:00:40,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:02:39,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:04:38,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:06:38,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:08:37,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:10:36,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:12:36,22.0625,190686
c1279208004b1200,IC000124,2021-09-02 10:14:35,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:16:34,22.0625,190686
c1279208004b1200,IC000124,2021-09-02 10:18:34,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:20:33,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:22:32,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:24:32,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:26:31,22.0625,190686
c1279208004b1200,IC000124,2021-09-02 10:28:30,22.0625,190686
c1279208004b1200,IC000124,2021-09-02 10:30:30,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:32:29,22.125,190686
c1279208004b1200,IC000124,2021-09-02 10:34:29,22.0625,188737
c1279208004b1200,IC000124,2021-09-02 10:36:28,22.0625,190686
c1279208004b1200,IC000124,2021-09-02 10:38:27,22.0625,188737
c1279208004b1200,IC000124,2021-09-02 10:40:27,22.125,188737
c1279208004b1200,IC000124,2021-09-02 10:42:26,22.125,188737
